star_id,orbital_period,transit_duration,transit_depth,planet_radius,star_radius,star_temp,star_logg,label
TIC 388804061,32.947328,,0.311,2.17,0.36,3440.0,,1
TIC 388804061,32.9418,,,2.28,0.4,3496.0,4.858,1
TIC 388804061,32.93737167947,,0.31921429,2.53362939,0.444516,3464.0,4.7864,1
TIC 388804061,32.939623,,,2.37,0.411,3457.0,,1
TIC 388804061,32.940045,,,2.61,0.4445,3457.0,,1
TIC 388804061,32.93963,,,2.38,0.411,3457.0,,1
TIC 388804061,32.94488,,0.285,2.24,0.394,3503.0,,1
TIC 388804061,32.92801934,,0.354,,0.444516,3464.0,4.7864,1
TIC 388804061,32.939614,,,2.279,0.411,3457.0,,1
TIC 388804061,8.962,,,,0.411,3457.0,,1
TIC 366411016,8.86638,,0.1189,2.51,0.6867,,,1
TIC 366411016,8.866,,0.1028,,0.697439,5368.0,4.71954,1
TIC 366411016,8.867259,,,4.4,0.65,,,1
TIC 366411016,8.8665,,0.12,2.24179614,0.69,5110.0,4.3,1
TIC 366411016,8.865932,,,2.41012773,0.681111,5263.0,4.7,1
TIC 366411016,8.8656511,,,2.52,0.72,5306.0,4.57,1
TIC 366411016,8.86528860869,,0.16999442,4.28539694,0.697439,5368.0,4.71954,1
TIC 366411016,8.867209,,,2.31,0.72,5358.0,4.58,1
TIC 366411016,8.8656,,,2.13,0.638,5166.0,4.63,1
TIC 366411016,8.865663,,0.0987,2.46597575,0.719,5365.0,4.591,1
TIC 366528389,6.894252,,,2.70624391,0.999244,5609.0,4.46,1
TIC 366528389,6.894287,,,2.8,1.11,,,1
TIC 366528389,6.8941,,,2.69,1.06,5528.0,4.35,1
TIC 366528389,6.893,,0.0585,,1.05734,5573.0,4.38219,1
TIC 366528389,6.893813,,0.0618,2.83587212,1.04,5520.0,4.413,1
TIC 366528389,6.89442,,0.0828,3.17,1.071,,,1
TIC 366528389,6.89424037,,0.046,,1.05734,5573.0,4.38219,1
TIC 366528389,6.894256,,,2.84,1.07,5608.0,4.38,1
TIC 366631954,4.73730765,,0.115,,0.790862,5180.6,4.58536,1
TIC 366631954,4.736893,,0.1178,2.86,0.822,,,1
TIC 366631954,4.7369696,,0.0988,2.71257333,0.789,5128.0,4.56,1
TIC 366631954,4.736834,,,2.9,0.82,,,1
TIC 366631954,4.736837,,,2.76,0.8,5165.0,4.58,1
TIC 366631954,4.736884,,,2.76720668,0.790138,5159.0,4.59,1
TIC 366631954,4.737,,0.0977,,0.790862,5180.6,4.58536,1
TIC 366631954,4.7369683,,,2.69,0.793,5170.0,4.61,1
TIC 366631954,4.7369729,,,2.7,0.8,5181.0,4.56,1
TIC 366631954,4.7369669,,0.1238,2.93924,0.79,5069.2,4.46,1
TIC 60256211,0.469285,,,1.1,0.87,5482.0,4.6,1
TIC 60256211,0.469269,,,2.59929571,0.873283,5482.0,4.6,1
TIC 60256211,0.469287,,0.02152,1.46,0.984,,,1
TIC 60256211,10.792635,,,2.87,0.97,5519.0,4.43,1
TIC 60256211,10.7930529,,0.068,,0.968558,5436.47,4.44354,1
TIC 60256211,10.792,,0.0523,,0.968558,5436.47,4.44354,1
TIC 60256211,10.792613,,,2.7,0.92,,,1
TIC 60256211,10.787992,,,2.3,0.87,5482.0,4.6,1
TIC 60256211,10.79274,,0.0901,3.45,0.984,,,1
TIC 60256211,10.793471,,,2.51134498,0.873283,5482.0,4.6,1
TIC 60256211,22.631964,,,2.86,0.97,5519.0,4.43,1
TIC 60256211,22.6302,,0.0947,5.2,0.984,,,1
TIC 60256211,22.634594,,,17.4,0.92,,,1
TIC 60256211,22.620344,,,2.3,0.87,5482.0,4.6,1
TIC 60256211,22.629496,,,2.54112738,0.873283,5482.0,4.6,1
TIC 21244210,16.9780102,,,1.47,0.75,5245.0,4.62,1
TIC 21244210,16.995731,,,1.55,0.78,5220.0,4.59,1
TIC 21244210,16.995848,,,1.6,0.79,,,1
TIC 21244210,16.994,,0.0315,,0.767142,5237.31,4.61771,1
TIC 21244210,16.99291698,,0.037,,0.767142,5237.31,4.61771,1
TIC 21244210,16.993435,,,1.53786409,0.764371,5252.0,4.63,1
TIC 21244210,16.996,,0.0265,1.4,0.816,,,1
TIC 337607207,10.6161,,0.0162,1.19,0.891,,,1
TIC 337607207,10.616646,,,1.31284773,0.914349,5722.0,4.58,1
TIC 337607207,10.616384,,,1.15,0.94,5788.0,4.48,1
TIC 337607207,52.713494,,,2.39,0.94,5788.0,4.48,1
TIC 337607207,52.714072,,,2.79551948,,,,1
TIC 337607207,52.7099,,0.0757,2.48,0.891,,,1
TIC 203228393,41.4661,,0.098,3.45,1.0574,,,1
TIC 203228393,41.474219,,,3.17207779,0.98083,5784.0,4.45,1
TIC 332024125,0.773981,,,1.3833597,0.894913,5477.0,4.62,1
TIC 332024125,0.77401,,,1.2,0.83,5438.0,4.6,1
TIC 332024125,0.773987,,0.0237,1.5,0.919,,,1
TIC 332024125,0.77392,,,1.3,0.92,5484.0,4.5,1
TIC 332024125,2.871512,,,1.4,0.83,5438.0,4.6,1
TIC 332024125,2.87162,,0.039,1.9,0.919,,,1
TIC 332024125,2.871788,,,1.70058746,0.894913,5477.0,4.62,1
TIC 332024125,2.872042,,,1.8,0.92,5484.0,4.5,1
TIC 332024125,2.871348,,,1.8,0.96,,,1
TIC 332024125,7.14921,,,3.17,0.92,5484.0,4.5,1
TIC 332024125,7.149079,,,3.22104537,0.894913,5477.0,4.62,1
TIC 332024125,7.149336,,,3.4,0.96,,,1
TIC 332024125,7.14998,,0.1224,3.51,0.919,,,1
TIC 332024125,7.15451552,,0.097,,0.92027,5374.67,4.47872,1
TIC 332024125,7.149584,,,2.4,0.83,5438.0,4.6,1
TIC 332024125,7.15,,0.1068,,0.92027,5374.67,4.47872,1
TIC 332024125,13.608341,,,2.25541631,0.894913,5477.0,4.62,1
TIC 332024125,13.608511,,,2.5,0.96,,,1
TIC 332024125,13.609878,,,2.38,0.92,5484.0,4.5,1
TIC 332024125,13.60496,,0.0748,2.69,0.919,,,1
TIC 332024125,13.606629,,,1.9,0.83,5438.0,4.6,1
TIC 175236511,1.742169,,,1.35,1.19,5977.0,4.31,1
TIC 175236511,1.742983,,,1.25908622,1.109202,5982.0,4.36,1
TIC 175236511,7.8092052,,0.048,2.70889,1.22,5906.9,4.3,1
TIC 175236511,7.81110453,,0.034,,1.21722,5906.9,4.29671,1
TIC 175236511,7.807595,,,2.62511304,1.109202,5982.0,4.36,1
TIC 175236511,7.810253,,,2.83,1.19,5977.0,4.31,1
TIC 175236511,7.809,,0.042,,1.21722,5906.9,4.29671,1
TIC 175236511,7.809757,,,2.9,1.19,,,1
TIC 175236511,7.80905,,0.052,2.79,1.181,,,1
TIC 422349881,5.1763,,,1.51234354,0.862285,5503.0,4.61,1
TIC 422349881,2.58819,,0.03,1.587,0.882,,,1
TIC 422349881,2.588309,,,1.52,0.87,5519.0,4.53,1
TIC 422349881,2.58812,,,1.403,0.879,5442.0,4.51,1
TIC 422349881,6.67934,,,2.48429818,0.862285,5503.0,4.61,1
TIC 422349881,6.67913,,0.0784,2.58,0.882,,,1
TIC 422349881,6.67773603,,0.066,,0.866405,5468.0,4.54308,1
TIC 422349881,6.67932,,,2.31,0.879,5442.0,4.51,1
TIC 422349881,6.679195,,,2.5,0.87,5519.0,4.53,1
TIC 422349881,6.679,,0.0655,,0.866405,5468.0,4.54308,1
TIC 422349881,6.679224,,,2.6,0.88,,,1
TIC 281885301,7.9194,,,7.74,0.86,5430.0,4.63,1
TIC 281885301,7.91952,,,8.2,1.01,5748.0,4.43,1
TIC 281885301,7.919454,,0.6673,6.67,0.823,,,1
TIC 281885301,7.91951,,,,0.881,5250.0,4.5,1
TIC 281885301,7.9222,,,7.0,0.82,5322.0,4.51,1
TIC 281885301,7.9177855286,,0.61503984,6.59307857,0.840476,5322.0,4.5528,1
TIC 281885301,7.91943,,,7.11,0.81,5519.0,,1
TIC 281885301,7.919454,,,7.23,0.88,5230.0,4.52,1
TIC 281885301,7.921101,,,7.46,0.913,5390.0,4.493,1
TIC 281885301,7.9194,,,7.74,0.86,5430.0,4.63,1
TIC 281885301,7.920994,,,7.34,0.914,5345.0,4.394,1
TIC 281885301,7.9194979,,0.665,7.46,0.84,5368.0,,1
TIC 281885301,7.919493,,,6.751484,0.833805,5391.0,4.6,1
TIC 281885301,7.91952314,,0.667,,0.840476,5322.0,4.5528,1
TIC 281885301,7.920978,,,,0.86,5430.0,4.63,1
TIC 281885301,7.9222,,,7.0,0.82,5322.0,4.51,1
TIC 281885301,11.90691,,,4.31,0.81,5519.0,,1
TIC 281885301,11.9066,,,,0.881,5250.0,4.5,1
TIC 281885301,23.81486,,0.2325,4.1,0.823,,,1
TIC 281885301,11.907625,,,4.05161714,0.833805,5391.0,4.6,1
TIC 281885301,12.0028,,,4.37,0.914,5345.0,4.394,1
TIC 281885301,11.90715,,,4.86,0.86,5430.0,4.63,1
TIC 281885301,11.8993,,,4.1,0.82,5322.0,4.51,1
TIC 281885301,11.90727,,,4.51,0.913,5390.0,4.493,1
TIC 281885301,11.90715,,,4.86,0.86,5430.0,4.63,1
TIC 281885301,11.90724,,,4.93,1.01,5748.0,4.43,1
TIC 281885301,11.90767,,0.234,4.43,0.84,5368.0,,1
TIC 281885301,11.8993,,,4.1,0.82,5322.0,4.51,1
TIC 281885301,11.90701,,,4.21,0.88,5230.0,4.52,1
TIC 281885301,2.50856,,,1.14,0.86,5430.0,4.63,1
TIC 281885301,2.50856,,,1.14,0.86,5430.0,4.63,1
TIC 281885301,2.508283,,,1.15876577,0.833805,5391.0,4.6,1
TIC 281885301,2.5081,,,1.11,0.82,5322.0,4.51,1
TIC 281885301,2.5081,,,1.11,0.82,5322.0,4.51,1
TIC 281885301,2.5084894,,0.019,1.26,0.84,5368.0,,1
TIC 281885301,2.50858,,,1.22,1.01,5748.0,4.43,1
TIC 392469577,10.099,,0.0179,,0.980624,5605.6,4.45114,1
TIC 392469577,10.1016,,0.00731,0.91,1.0,,,1
TIC 392469577,10.098858,,,1.35673729,0.912206,5631.0,4.38,1
TIC 392469577,21.574023,,,1.09308317,0.912206,5631.0,4.38,1
TIC 335102224,2.85794855,,0.026,,0.891502,5012.0,4.45795,1
TIC 335102224,2.858,,0.0275,,0.891502,5012.0,4.45795,1
TIC 335102224,2.85847,,0.0308,1.63,0.8988,,,1
TIC 335102224,2.858646,,,1.57889322,0.839696,5176.0,4.57,1
TIC 187273811,4.163221,,,1.57477412,0.828268,5252.0,4.49,1
TIC 187273811,4.16328,,0.0318,1.47,0.791,,,1
TIC 187273811,4.162817,,,1.52,0.81,5222.0,4.57,1
TIC 187273811,4.163,,0.0245,,0.825553,5163.0,4.54609,1
TIC 741596,14.786747,,,3.3,0.83,,,1
TIC 741596,14.787207,,,4.01454158,0.95685,5623.0,4.46,1
TIC 741596,14.786889,,,3.95,0.98,5817.0,4.46,1
TIC 741596,14.786,,0.1334,,0.982083,5576.0,4.44677,1
TIC 741596,14.78708,,0.1692,4.18,1.0085,,,1
TIC 706595,39.699,,0.0614,,1.31129,6212.0,4.28185,1
TIC 706595,39.7268,,0.0741,3.63,1.312,,,1
TIC 706595,39.721386,,,3.64229858,1.281115,5979.0,4.21,1
TIC 178941218,15.852975,,,3.13,0.99,5713.0,4.42,1
TIC 178941218,15.852989,,,3.0,0.95,,,1
TIC 178941218,15.85388,,0.1118,3.29,0.948,,,1
TIC 178941218,15.854,,0.0902,,0.993569,5750.93,4.45651,1
TIC 178941218,15.853543,,,2.94026258,0.906367,5712.0,4.55,1
TIC 178941218,28.4707,,0.0747,2.68,0.948,,,1
TIC 178941218,28.482786,,,2.57581891,0.906367,5712.0,4.55,1
TIC 178954837,48.324222,,,3.59970536,1.538801,6045.0,4.08,1
TIC 179032688,8.357881,,,2.56,0.93,5667.0,4.5,1
TIC 179032688,8.357954,,,2.5015294,0.910305,5675.0,4.58,1
TIC 179032688,8.357441,,,2.5,0.96,,,1
TIC 179032688,8.35470947,,0.055,,0.923,5627.0,4.50636,1
TIC 179032688,8.358,,0.0515,,0.923,5627.0,4.50636,1
TIC 135043332,17.043,,0.1737,,0.781501,5183.84,4.5962,1
TIC 135043332,17.043179,,,4.11850271,0.778475,5262.0,4.63,1
TIC 135043332,17.0428683,,,4.189,0.757,5212.9,,1
TIC 135043332,17.04354,,0.2737,4.28,0.801,,,1
TIC 135043332,17.042849,,,,0.778475,5262.0,4.63,1
TIC 135043332,3.3596055,,,1.423,0.757,5212.9,,1
TIC 135043332,3.359,,0.018,,0.781501,5183.84,4.5962,1
TIC 135043332,7.4500372,,,,0.778475,5262.0,4.63,1
TIC 135043332,7.4500177,,,2.438,0.757,5212.9,,1
TIC 135043332,7.45,,0.0681,,0.781501,5183.84,4.5962,1
TIC 135043332,7.44976,,0.1082,2.82,0.801,,,1
TIC 2621212,3.225,,0.058,,0.701485,4550.0,4.60155,1
TIC 2621212,3.225338,,,1.87,0.68,4648.0,4.64,1
TIC 2621212,3.2253993,,,1.73,0.682,4491.0,,1
TIC 2621212,3.225286,,,1.74,0.68,4507.0,4.6,1
TIC 2621212,,,0.21167297,3.17053923,0.701485,4550.0,4.60155,1
TIC 2621212,3.225423,,,1.88203097,0.667422,4681.0,4.69,1
TIC 2621212,3.225369,,0.0726,1.593,0.582,,,1
TIC 2621212,3.225349,,,1.9,0.7,,,1
TIC 2621212,7.374,,0.1431,,0.701485,4550.0,4.60155,1
TIC 2621212,7.37442,,,2.67,0.68,4507.0,4.6,1
TIC 2621212,7.374689,,,3.0,0.7,,,1
TIC 2621212,7.37426,,0.1739,2.45,0.582,,,1
TIC 2621212,7.3744828,,,,0.667422,4681.0,4.69,1
TIC 2621212,7.3744897,,,2.85,0.682,4491.0,,1
TIC 2621212,7.374694,,,2.78,0.68,4648.0,4.64,1
TIC 2621212,7.374497,,,2.83685639,0.667422,4681.0,4.69,1
TIC 115072772,2.85009,,0.0273,1.38,0.8,,,1
TIC 115072772,2.849883,,,1.3643987,0.791736,5233.0,4.71,1
TIC 115072772,2.85,,0.025,,0.807647,5017.84,4.54479,1
TIC 125060509,1.059806,,0.02514,1.47,0.92,,,1
TIC 125060509,1.05979,,,1.40006712,0.878161,5507.0,4.68,1
TIC 125060509,22.779878,,,3.28568401,0.878161,5507.0,4.68,1
TIC 125060509,22.7768,,0.1252,3.39,0.92,,,1
,4700.0,,,,,,,1
,4700.0,,,,,,,1
TIC 441907126,3.405087,,0.0579,2.31,0.923,,,1
TIC 441907126,3.405164,,,2.30165603,0.910685,5491.0,4.55,1
TIC 333605244,9.6897,,0.0284,1.37,0.776,,,1
TIC 333605244,9.6952,,0.023,1.26549392,0.765,5026.0,4.57,1
TIC 333605244,9.695101,,,1.37068602,0.762994,5000.0,4.43,1
TIC 248351386,7.05647,,0.0554,2.76,1.09,,,1
TIC 248351386,7.055908,,0.0538,3.17214154,1.253,5783.0,4.273,1
TIC 248351386,7.055784,,,3.04584393,1.177665,5755.0,4.23,1
TIC 344661825,26.672263,,,1.99552771,1.077574,5890.0,4.25,1
TIC 344661825,26.682,,0.0291,2.209,1.197,,,1
TIC 257392778,18.294549,,,2.79522879,0.758046,5043.0,4.46,1
TIC 257571543,12.4904,,0.0904,3.59,0.929,,,1
TIC 257571543,12.48749,,,2.60585269,0.928158,5522.0,4.41,1
TIC 399722652,4.19121,,0.0365,1.75,0.889,,,1
TIC 399722652,4.190948,,,1.67866113,0.862368,5582.0,4.62,1
TIC 399722652,4.19097,,0.0309,1.67462172,0.872,5500.0,4.503,1
TIC 257436461,2.080615,,,0.86850263,0.712365,4720.0,4.46,1
TIC 240766850,9.325038,,,1.84,0.646783,4222.06,,1
TIC 240766850,9.32414,,,1.59,0.6,4043.0,,1
TIC 240766850,9.32389,,,1.25,0.46,4006.0,4.828,1
TIC 240766850,9.3251498,,0.0821,1.89,0.6,4024.0,,1
TIC 240766850,9.32448,,0.0809,1.7,0.576,,,1
TIC 240766850,15.50192,,,2.49,0.646783,4222.06,,1
TIC 240766850,15.50116,,,1.53,0.46,4006.0,4.828,1
TIC 240766850,15.5012,,,1.92,0.6,4043.0,,1
TIC 240766850,15.50195,,0.1294,2.17,0.576,,,1
TIC 240766850,15.4941223,,0.121,,0.654523,4047.0,4.60556,1
TIC 240766850,15.504102,,0.12,2.29,0.6,4024.0,,1
TIC 388801714,0.570233,,,0.81864346,0.85179,5396.0,4.55,1
TIC 388801714,0.57023,,,0.86,0.89,5500.0,4.6,1
TIC 399731211,0.669532,,,1.3,0.79,5360.0,4.7,1
TIC 399731211,0.669573,,0.0278,1.44,0.839,,,1
TIC 399731211,0.669561,,0.0222,1.33162691,0.818,5117.0,4.543,1
TIC 399731211,0.669558,,,1.37466396,0.815727,5221.0,4.6,1
TIC 388811663,9.795647,,0.12797,2.65,0.678,4349.0,4.72,1
TIC 388811663,9.79546,,0.1603,2.57,0.648,,,1
TIC 388811663,9.79551,,,2.52,0.65,4272.0,4.64,1
TIC 388811663,9.79565352601,,0.16337954,2.82375991,0.706632,4147.0,4.55,1
TIC 388811663,9.7954,,,2.39257704,0.598075,4349.0,4.72,1
TIC 388811663,9.795546,,,2.6,0.67,,,1
TIC 257435562,8.13087,,,1.51398464,1.20424,5794.0,4.25,1
TIC 344657681,8.596724,,,2.5,1.29,,,1
TIC 344657681,8.59656,,,2.51,1.236,5875.0,4.28,1
TIC 344657681,8.59627,,0.04,2.6,1.251,,,1
TIC 344657681,8.596531,,,2.21567504,1.123168,5768.0,4.27,1
TIC 344657681,8.596802,,,2.43,1.27,5854.0,4.25,1
TIC 376905329,8.26947,,0.0543,2.63,1.0807,,,1
TIC 376905329,8.269648,,,2.12381238,0.974398,5704.0,4.41,1
TIC 418761354,2.174789,,,1.66,0.699,4495.0,4.6,1
TIC 418761354,2.174769,,,1.7,0.71,,,1
TIC 418761354,2.1748,,,1.75,0.72,4503.0,4.57,1
TIC 418761354,2.174782,,,1.63,0.69,4658.0,4.63,1
TIC 418761354,2.1747824,,0.056,1.79105,0.71,4542.0,4.58,1
TIC 418761354,2.174829,,0.062,1.63,0.638,,,1
TIC 418761354,2.174789,,,1.67844825,0.665648,4591.0,4.59,1
TIC 405333767,14.074524,,,3.57854073,1.333718,5967.0,4.17,1
TIC 405333767,14.0721,,0.0636,3.36,1.278,,,1
TIC 266014458,8.679885,,,2.56948149,1.008231,5757.0,4.45,1
TIC 266014458,8.68055,,0.0598,2.79,1.102,,,1
TIC 266014079,3.901287,,,1.34762583,1.189232,5753.0,4.23,1
TIC 266014079,3.9009,,0.01173,1.47,1.321,,,1
TIC 266014079,6.6674,,0.014,1.66,1.321,,,1
TIC 266014079,6.66767,,,1.43839723,1.189232,5753.0,4.23,1
TIC 266014079,11.137278,,,2.57634456,1.189232,5753.0,4.23,1
TIC 266014079,11.13878,,0.0419,2.84,1.321,,,1
TIC 363445338,0.381073,,,2.3,0.58,3879.0,4.7,1
TIC 363445338,0.3810654,,0.624,5.4,0.64,,,1
TIC 363445338,0.381087,,,4.31,0.54,3830.0,4.65,1
TIC 363445338,0.38107852,,0.558,4.61,0.57,3892.0,,1
TIC 363445338,1.143201,,,3.0,0.382,3865.0,4.886,1
TIC 363445338,0.381078,,,4.75,0.581569,3879.18,,1
TIC 363445338,0.381078,,,2.5,0.57,3830.0,4.65,1
TIC 266012991,13.68275,,0.0537,2.62,1.056,,,1
TIC 266012991,13.682511,,,2.21473364,0.929546,5599.0,4.43,1
TIC 266012991,13.683038,,,2.3,0.99,,,1
TIC 266012991,13.683256,,,2.39,1.02,5660.0,4.4,1
TIC 266012991,13.68186,,,2.37,1.026,5612.0,4.45,1
TIC 257801011,2.399094,,,1.67890272,0.947599,5716.0,4.57,1
TIC 257801011,2.398982,,0.0312,1.98,1.0711,,,1
TIC 257774438,15.38857,,,2.35,1.115,5942.0,,1
TIC 257774438,15.388825,,,2.22325951,1.040375,5934.0,4.29,1
TIC 257774438,15.387063,,,2.39,1.09,6058.0,4.37,1
TIC 257774438,15.3886606556,,0.04071051,2.53826377,1.0623,6101.0,4.44514,1
TIC 257774438,15.386796,,,2.1,0.96,,,1
TIC 257774438,15.3863,,,2.41,1.093,5961.0,4.33,1
TIC 98594138,0.50557,,,0.90973766,1.013236,5859.0,4.54,1
TIC 98594138,0.50565,,0.01,0.89,0.99,5835.0,4.48,1
TIC 98594138,0.50557,,,0.89,1.0,5859.0,4.5,1
TIC 98594138,4.564169,,,1.6195921,1.013236,5859.0,4.54,1
TIC 98594138,4.562546,,,1.5,1.0,5859.0,4.5,1
TIC 98594138,4.56327,,0.02,1.57,0.99,5835.0,4.48,1
TIC 32425577,4.478591,,,1.66378993,0.839998,5614.0,4.63,1
TIC 32425577,4.47904,,0.0327,1.56,0.84,5620.0,4.55,1
TIC 32425577,10.09607,,,2.5054075,,,,1
TIC 32425577,10.09489,,0.05928,2.41,0.84,5620.0,4.55,1
TIC 98677125,15.8723,,0.0377,3.60929179,1.7,5520.0,4.148,1
TIC 98677125,15.871455,,,2.66099554,1.209303,5733.0,4.26,1
TIC 98677125,15.87209,,0.034,3.49,1.7,5742.0,4.08,1
TIC 176938958,3.271106,,,1.48696454,0.82447,5397.0,4.62,1
TIC 176938958,3.27108,,0.027,1.54,0.91,5424.0,4.47,1
TIC 176938958,3.27109,,0.0252,1.53899305,0.889,5288.0,4.473,1
TIC 156599123,13.621832,,,1.66551298,0.890666,5673.0,4.58,1
TIC 98751904,2.698368,,,1.38434336,0.699017,4764.0,4.67,1
TIC 98751904,2.69828,,0.02587,1.21,0.65,4715.0,4.66,1
TIC 98720809,0.584249,,,1.164,0.793,5185.0,4.56,1
TIC 98720809,0.584216,,,1.0,0.79,5315.0,4.6,1
TIC 98720809,0.58424,,,1.2547759,0.801878,5231.0,4.59,1
TIC 98720809,0.58426,,0.01625,1.14,0.79,5315.0,4.59,1
TIC 98720809,0.584272,,,1.26,0.774,5163.0,4.53,1
TIC 98720809,0.584,,,1.197,0.781,5185.0,4.56,1
TIC 98720809,8.32727,,0.05325,2.03,0.79,5315.0,4.59,1
TIC 98720809,8.3262,,,2.04,0.774,5163.0,4.53,1
TIC 98720809,8.32834,,,2.12,0.793,5185.0,4.56,1
TIC 98720809,8.32801,,,2.16480482,0.801878,5231.0,4.59,1
TIC 98720809,31.0,,,2.65,,,,1
TIC 288527728,2.86041,,0.02,1.96,1.39,5945.0,4.2,1
TIC 288527728,2.860636,,,1.93420564,1.181244,6002.0,4.29,1
TIC 130538732,13.84457,,0.0635,2.79,1.0306,,,1
TIC 130538732,13.841901,,,2.5,0.95,5695.0,4.48,1
TIC 68577662,11.168454,,,11.209,1.161,6154.0,4.379,1
TIC 68577662,11.168459,,0.7764,11.859122,1.233,5888.0,4.273,1
TIC 68577662,11.1684037,,0.966,12.77,1.22,5981.0,4.31,1
TIC 68577662,11.16844233,,,,1.161,6154.0,4.379,1
TIC 428820090,2.467583,,,1.315,0.71,4796.0,4.53,1
TIC 428820090,2.4675,,,1.343,0.71,5033.0,4.64,1
TIC 428820090,2.46746,,,1.398,0.745,4950.0,4.71,1
TIC 428820090,7.06024,,,1.272,0.71,4796.0,4.53,1
TIC 428820090,7.06005,,,1.281,0.71,5033.0,4.64,1
TIC 428820090,7.06142,,,1.335,0.745,4950.0,4.71,1
TIC 428820090,24.3645,,,2.358,0.71,5033.0,4.64,1
TIC 428820090,24.3681,,,2.363,0.71,4796.0,4.53,1
TIC 428820090,24.3662,,,2.64,0.745,4950.0,4.71,1
TIC 428820090,24.36543,,,,0.745,4950.0,4.71,1
TIC 16288184,2.18053435,,,,1.43,6257.0,4.24,1
TIC 16288184,2.1805577,,,,1.38,6099.0,4.27,1
TIC 16288184,2.18053332,,1.416,16.06246934,1.236,6180.0,4.353,1
TIC 16288184,2.180533,,,,1.43,6257.0,4.24,1
TIC 16288184,2.1805338,,,,,,,1
TIC 16288184,2.1805577,,,18.405178,1.38,6099.0,4.27,1
TIC 16288184,2.18052771326,,1.63401353,16.80885305,1.27146,6599.0,4.21017,1
TIC 16288184,2.18056,,,18.49485,1.43,6257.0,4.24,1
TIC 16288184,2.18053539,,1.385,16.19697711,1.261,6360.0,4.339,1
TIC 404243877,3.20466,,,14.5717,1.59,5630.0,4.11,1
TIC 404243877,3.2046909,,,,1.59,5630.0,4.11,1
TIC 404243877,3.2047072,,0.7448,,,5342.0,,1
TIC 374339566,5.24,,0.067,1.1,0.36,3420.0,4.9,1
TIC 374339566,7.775,,0.058,1.0,0.36,3420.0,4.9,1
TIC 374339566,10.115,,0.065,1.1,0.36,3420.0,4.9,1
TIC 68048686,20.885016,,,5.25597181,1.068173,5744.0,4.41,1
TIC 68048686,20.885075,,0.231,4.05,0.77,5071.0,,1
TIC 68048686,20.88977,,,5.4,1.16,5625.0,4.29,1
TIC 68048686,20.88508,,,5.83,1.21,5743.0,4.29,1
TIC 68048686,20.8851,,,5.68,1.21,5743.0,4.29,1
TIC 68048686,20.88506,,0.2213,5.94,1.249,,,1
TIC 68048686,20.8851,,,5.68,1.21,5743.0,4.29,1
TIC 68048686,20.88977,,,5.4,1.16,5625.0,4.29,1
TIC 68048686,20.88526,,,7.07,1.51,5717.0,4.157,1
TIC 68048686,42.3391,,,7.5,1.16,5625.0,4.29,1
TIC 68048686,42.36301,,,9.8,1.51,5717.0,4.157,1
TIC 68048686,42.3633,,,7.82,1.21,5743.0,4.29,1
TIC 68048686,42.3633,,,7.82,1.21,5743.0,4.29,1
TIC 68048686,42.363493,,0.44,5.59,0.77,5071.0,,1
TIC 68048686,42.363982,,,7.1178989,1.068173,5744.0,4.41,1
TIC 68048686,,,0.4372,8.24,1.249,,,1
TIC 68048686,42.3391,,,7.5,1.16,5625.0,4.29,1
TIC 68048686,42.36342,,,8.1,1.21,5743.0,4.29,1
TIC 432247315,6.034,,0.131,2.0,0.54,3810.0,4.7,1
TIC 432247315,20.523,,0.098,1.8,0.54,3810.0,4.7,1
TIC 152805642,26.8199,,0.09,2.55,0.75,5262.0,4.54,1
TIC 152701771,6.51389,,0.624,2.54,0.37,3459.0,4.89,1
TIC 96199085,11.54182,,0.016,2.17,1.39,6570.0,4.26,1
TIC 96199085,24.94598,,0.019,2.01,1.39,6570.0,4.26,1
TIC 56814628,21.06884,,0.03,1.75,0.92,5677.0,4.44,1
TIC 56814628,21.070201,,,1.65007129,0.890903,5728.0,4.51,1
TIC 147677253,11.89307,,0.107,4.34,1.25,5793.0,4.16,1
TIC 147677253,11.89376,,,2.67,0.956,5942.0,4.58,1
TIC 56721373,5.76918,,0.134,3.49,0.94,5610.0,4.43,1
TIC 110999033,2.25021,,0.1,2.12,0.69,4667.0,4.63,1
TIC 110999033,6.49424,,0.11,2.19,0.69,4667.0,4.63,1
TIC 176869982,7.17256,,0.07,2.57,0.92,5528.0,4.45,1
TIC 176910179,12.409,,0.024,2.79,1.57,6504.0,4.16,1
TIC 434226736,3.4845627,,,,0.295,3180.0,,1
TIC 434226736,3.48456408,,1.155,3.44,0.2932,3207.0,4.944,1
TIC 434226736,3.484552,,,3.43,0.295,3180.0,,1
TIC 434226736,3.4843,,0.66,,0.290216,3204.0,4.93668,1
TIC 434226736,3.48455432425,,1.37055318,4.20831932,0.290216,3204.0,4.93668,1
TIC 434226736,3.48456248,,,,0.295,3180.0,,1
TIC 98591691,4.01457,,0.102,2.44,0.81,5172.0,4.53,1
TIC 98591691,4.01392,,0.097,2.71257333,0.797,5003.0,4.544,1
TIC 156584871,9.30075,,0.214,2.35,0.49,3717.0,4.76,1
TIC 152868838,13.81513,,0.036,1.74,0.82,5152.0,4.5,1
TIC 98669309,4.00167,,1.259,12.67,1.1,6027.0,4.39,1
TIC 98669309,4.00357732994,,1.42738513,12.96278785,1.08492,5318.0,4.33106,1
